timestamp_s,can_id_hex,dlc,data_hex,signals_json
1780214858.668,0x300,8,02 E7 FA 9C 56 48 B5 C8,temp=42.00
1780214858.760,0x100,8,00 0C 40 5D 30 D7 D2 C8,speed=0.00
1780214858.855,0x200,8,6B 64 3C FC EA 3A 84 6F,fuel=100.00
1780214858.949,0x300,8,02 4A CC 92 3B F3 3E 6C,temp=42.00
1780214859.043,0x100,8,00 9B A6 72 E9 62 05 77,speed=0.00
1780214859.137,0x200,8,84 64 60 86 9B D4 09 BB,fuel=100.00
1780214859.230,0x300,8,02 75 A2 F3 CB E4 9F E1,temp=42.00
1780214859.325,0x100,8,00 D5 4A F2 2B C3 C2 6B,speed=0.00
1780214859.451,0x200,8,CE 64 CE D9 6E BE AC B9,fuel=100.00
1780214859.559,0x300,8,02 AB 39 8B 72 95 AF C4,temp=42.00
1780214859.622,0x100,8,00 C6 36 A4 3D CD D9 10,speed=0.00
1780214859.731,0x200,8,26 64 CC 64 B0 87 64 7E,fuel=100.00
1780214859.824,0x300,8,02 BE 23 D7 DE F2 73 E5,temp=42.00
1780214859.882,0x100,8,00 87 48 18 70 DC 07 C1,speed=0.00
1780214859.989,0x200,8,4B 64 45 A0 9A AD 8B A5,fuel=100.00
1780214860.081,0x300,8,02 B8 99 64 4F CA 2F DC,temp=42.00
1780214860.167,0x100,8,00 F7 87 56 40 C9 E4 95,speed=0.00
1780214860.268,0x200,8,CA 64 5F E5 70 2F BA D1,fuel=100.00
1780214860.362,0x300,8,02 16 72 00 EF EE 9C 99,temp=42.00
1780214860.488,0x100,8,00 FD DE CD B6 C3 58 94,speed=0.00
1780214860.544,0x200,8,3A 64 3C 8D 51 0E C7 92,fuel=100.00
1780214860.649,0x300,8,02 79 5F 2D F1 10 02 B6,temp=42.00
1780214860.756,0x100,8,00 2D DC 91 9F 19 6C B2,speed=0.00
1780214860.850,0x200,8,D0 64 50 4C F3 90 9E C6,fuel=100.00
1780214860.943,0x300,8,02 F2 60 7F 28 4E 18 B4,temp=42.00
1780214861.037,0x100,8,00 AD 6E 17 01 36 DC 5C,speed=0.00
1780214861.133,0x200,8,6F 64 7A 4C 2B 87 94 60,fuel=100.00
1780214861.224,0x300,8,02 AE 48 C6 4A D1 09 6E,temp=42.00
1780214861.318,0x100,8,00 37 46 66 73 65 9A FA,speed=0.00
1780214861.417,0x200,8,94 64 B5 0C 29 9B 3E 70,fuel=100.00
1780214861.511,0x300,8,02 C9 73 B8 A7 2C 78 94,temp=42.00
1780214861.605,0x100,8,00 69 65 38 20 F3 CB 28,speed=0.00
1780214861.662,0x200,8,3E 64 8E B1 BA 48 13 32,fuel=100.00
1780214861.756,0x300,8,02 24 AF 10 31 F4 64 BB,temp=42.00
1780214861.889,0x100,8,00 35 4B 8E D9 40 1A D3,speed=0.00
1780214861.978,0x200,8,7D 64 21 C0 28 A0 07 AA,fuel=100.00
1780214862.071,0x300,8,02 ED 33 F5 A0 9E 37 E1,temp=42.00
1780214862.163,0x100,8,00 1D 5F 06 EF 03 AF DF,speed=0.00
1780214862.258,0x200,8,75 64 0E C7 DA 65 3D 8A,fuel=100.00
1780214862.350,0x300,8,02 9E 94 13 9D 76 B7 2E,temp=42.00
1780214862.413,0x100,8,00 38 8E AD EC 40 DF BC,speed=0.00
1780214862.520,0x200,8,09 64 73 5B ED F0 D5 7C,fuel=100.00
1780214862.614,0x300,8,02 E4 45 44 5C 9F 06 A1,temp=42.00
1780214862.709,0x100,8,00 B8 D1 74 51 12 43 EC,speed=0.00
1780214862.800,0x200,8,E0 64 AB FE 4A E2 AF 60,fuel=100.00
1780214862.897,0x300,8,02 72 4E 1E CB 4D 78 3E,temp=42.00
1780214862.991,0x100,8,00 43 BB DA 64 96 46 55,speed=0.00
1780214863.081,0x200,8,0C 64 A3 0D F0 6B A1 52,fuel=100.00
1780214863.176,0x300,8,02 4D BE 5E 4A FC 4F 3D,temp=42.00
1780214863.270,0x100,8,00 F5 53 49 D1 EC 26 35,speed=0.00
1780214863.377,0x200,8,02 64 FA 99 93 37 4F 2E,fuel=100.00
1780214863.478,0x300,8,02 1C D9 4E 77 B9 41 6E,temp=42.00
1780214863.571,0x100,8,00 C4 EB AB F5 D7 91 3B,speed=0.00
1780214863.678,0x200,8,BA 64 A2 2B ED C0 5B 39,fuel=100.00
1780214863.725,0x300,8,02 FC 5F 2F 24 68 EA 11,temp=42.00
1780214863.826,0x100,8,00 F8 F5 51 58 79 85 C5,speed=0.00
1780214863.921,0x200,8,0C 64 E8 A5 55 DF 17 76,fuel=100.00
1780214864.046,0x300,8,02 FA EE 36 16 F9 D4 89,temp=42.00
1780214864.140,0x100,8,00 D7 CB 65 60 43 63 12,speed=0.00
1780214864.233,0x200,8,AA 64 97 FA FC 8F BB A7,fuel=100.00
1780214864.326,0x300,8,02 38 DF A3 11 7A A2 24,temp=42.00
1780214864.421,0x100,8,00 B0 95 BB E8 1C 5A F1,speed=0.00
1780214864.514,0x200,8,1B 64 FD DC A6 60 5D 5B,fuel=100.00
1780214864.569,0x300,8,02 87 9B CC 48 37 C8 A6,temp=42.00
1780214864.663,0x100,8,00 88 36 01 CF 17 DE 87,speed=0.00
1780214864.756,0x200,8,20 64 0E B2 D4 28 9D 95,fuel=100.00
1780214864.850,0x300,8,02 B2 44 57 56 9E 2A C9,temp=42.00
1780214864.958,0x100,8,00 16 6C 81 8E 25 0D C0,speed=0.00
1780214865.078,0x200,8,52 64 9D 90 B2 CB C5 05,fuel=100.00
1780214865.173,0x300,8,02 25 DC 9C 99 80 97 5A,temp=42.00
1780214865.266,0x100,8,00 5B CE 7F 8D A2 0F 68,speed=0.00
1780214865.359,0x200,8,C3 64 AF 06 A7 0C 9E 8D,fuel=100.00
1780214865.455,0x300,8,02 70 B3 10 8E 9A 11 BC,temp=42.00
1780214865.549,0x100,8,00 BC B6 3B D7 C5 49 40,speed=0.00
1780214865.641,0x200,8,FD 64 3D 77 6F 55 D9 99,fuel=100.00
