timestamp_s,can_id_hex,dlc,data_hex,signals_json
1780221227.894,0x200,8,D9 64 FE B4 AA BE 3E 18,fuel=100.00
1780221227.987,0x300,8,02 02 2D 36 0F 3B 4D E2,temp=42.00
1780221228.080,0x100,8,00 CF 75 B9 F6 51 02 67,speed=0.00
1780221228.179,0x200,8,33 64 BF 09 02 E0 9B 0B,fuel=100.00
1780221228.266,0x300,8,02 C7 92 CA 59 B7 7B C4,temp=42.00
1780221228.361,0x100,8,00 9D 73 A9 1D 2D E1 20,speed=0.00
1780221228.454,0x200,8,13 64 B7 5C 43 54 6B 65,fuel=100.00
1780221228.546,0x300,8,02 5F EA ED 58 D4 83 DB,temp=42.00
1780221228.686,0x100,8,00 F2 09 43 12 BA 5A A8,speed=0.00
1780221228.747,0x200,8,96 64 AE 09 AF 6A 9C EB,fuel=100.00
1780221228.839,0x300,8,02 8A ED 49 98 37 BB 89,temp=42.00
1780221228.933,0x100,8,00 0E E5 FB 71 74 21 09,speed=0.00
1780221229.027,0x200,8,6A 64 72 22 1E 9A D9 2B,fuel=100.00
1780221229.122,0x300,8,02 D0 79 27 1B AF 01 19,temp=42.00
1780221229.208,0x100,8,00 EB 3D 98 CD 91 2F 99,speed=0.00
1780221229.305,0x200,8,C4 64 F4 A1 35 4F 03 6E,fuel=100.00
1780221229.398,0x300,8,02 5E 8B 02 4E 14 A8 6F,temp=42.00
1780221229.499,0x100,8,00 99 23 58 29 71 FF 83,speed=0.00
1780221229.592,0x200,8,9F 64 B3 7B 61 28 56 57,fuel=100.00
1780221229.686,0x300,8,02 C0 C9 AE CA D5 3A 0A,temp=42.00
1780221229.779,0x100,8,00 A0 99 67 8E 4B AD 24,speed=0.00
1780221229.889,0x200,8,45 64 17 80 F3 DB C7 FF,fuel=100.00
1780221229.950,0x300,8,02 19 2F 30 1C B8 E6 17,temp=42.00
1780221230.045,0x100,8,00 32 11 D5 75 0F 42 6E,speed=0.00
1780221230.139,0x200,8,84 64 FC B4 1C E9 67 3F,fuel=100.00
1780221230.239,0x300,8,02 B2 7B 82 A2 23 B5 E9,temp=42.00
1780221230.334,0x100,8,00 5B 05 32 91 CF 65 34,speed=0.00
1780221230.428,0x200,8,02 64 2C A5 1F 0F F0 0D,fuel=100.00
1780221230.520,0x300,8,02 3F B1 E2 28 04 F2 AA,temp=42.00
1780221230.614,0x100,8,00 DC 9D 8C BD A8 62 5F,speed=0.00
1780221230.713,0x200,8,EF 64 D3 68 B5 1C 5B D1,fuel=100.00
1780221230.809,0x300,8,02 8D 58 5B F4 DC CD E0,temp=42.00
1780221230.904,0x100,8,00 86 87 48 7D E4 76 DB,speed=0.00
1780221230.958,0x200,8,1D 64 C0 43 C5 69 4B E9,fuel=100.00
1780221231.053,0x300,8,02 B8 BB 7F F7 09 63 E7,temp=42.00
1780221231.146,0x100,8,00 A0 D6 09 52 8F 63 C4,speed=0.00
1780221231.239,0x200,8,66 64 1B E8 83 DB 25 C6,fuel=100.00
1780221231.341,0x300,8,02 E0 B4 45 FD D2 46 5A,temp=42.00
1780221231.450,0x100,8,00 C3 BD BE 6A 08 83 C3,speed=0.00
1780221231.543,0x200,8,3C 64 84 7D 36 2B A0 61,fuel=100.00
1780221231.636,0x300,8,02 FA 09 84 38 53 ED 58,temp=42.00
1780221231.729,0x100,8,00 FF 75 48 91 8E 18 87,speed=0.00
1780221231.837,0x200,8,86 64 2C 65 C6 B5 7A F9,fuel=100.00
1780221231.930,0x300,8,02 B3 03 41 02 79 94 09,temp=42.00
1780221232.038,0x100,8,00 AF 5C BA E1 89 C1 C6,speed=0.00
1780221232.085,0x200,8,5B 64 8E 16 5A 34 AF 58,fuel=100.00
1780221232.179,0x300,8,02 CE C3 2E 95 97 05 D9,temp=42.00
1780221232.288,0x100,8,00 82 87 BD E6 44 D9 EC,speed=0.00
1780221232.382,0x200,8,74 64 46 4A A1 E3 CF 7A,fuel=100.00
1780221232.490,0x300,8,02 AF 4F 29 59 F6 8F C3,temp=42.00
1780221232.583,0x100,8,00 22 63 17 3B 8F 59 6C,speed=0.00
1780221232.678,0x200,8,2C 64 8B 49 39 2E 73 B4,fuel=100.00
1780221232.772,0x300,8,02 55 2B 86 7B A7 6B E6,temp=42.00
1780221232.880,0x100,8,00 7D 5F 9F 2F 5B 89 08,speed=0.00
1780221232.943,0x200,8,DE 64 07 FB 5E 4A 01 1F,fuel=100.00
1780221233.037,0x300,8,02 F4 7C 71 56 53 DF 44,temp=42.00
1780221233.132,0x100,8,00 49 AD 62 A7 A4 D5 99,speed=0.00
1780221233.224,0x200,8,DA 64 35 05 DD 85 98 F6,fuel=100.00
1780221233.316,0x300,8,02 82 65 3D 6B EF 90 34,temp=42.00
1780221233.409,0x100,8,00 ED B2 7F 38 E0 1B 58,speed=0.00
