timestamp_s,can_id_hex,dlc,data_hex,signals_json
1780207267.378,0x100,8,00 EF 28 5A 60 70 53 C2,speed=0.00
1780207267.547,0x200,8,34 64 69 01 2B BC 52 7A,fuel=100.00
1780207267.579,0x300,8,02 12 B0 D3 71 E1 F0 81,temp=42.00
1780207267.718,0x100,8,00 9F 14 B6 30 93 E1 AD,speed=0.00
1780207267.897,0x200,8,B2 64 1D 41 A3 DE 60 32,fuel=100.00
1780207267.944,0x300,8,02 1A D0 FD 4E 24 E6 57,temp=42.00
1780207268.107,0x100,8,00 0E 5F 18 40 9E 6C 3F,speed=0.00
1780207268.138,0x200,8,F5 64 D0 5A 89 A5 F0 9C,fuel=100.00
1780207268.244,0x300,8,02 F8 60 3A D4 8B 0E 71,temp=42.00
1780207268.324,0x100,8,00 95 02 14 87 2F B8 AA,speed=0.00
1780207268.422,0x200,8,E5 64 67 A6 52 D8 2A 2B,fuel=100.00
1780207268.503,0x300,8,02 D8 AF 76 4F C0 BA EE,temp=42.00
1780207268.605,0x100,8,00 7B 7F B3 58 4C 30 55,speed=0.00
1780207268.707,0x200,8,49 64 F1 B1 59 72 D0 B9,fuel=100.00
1780207268.797,0x300,8,02 1F 27 3D A0 A1 8B D7,temp=42.00
1780207268.910,0x100,8,00 44 C2 BD FD 30 67 A0,speed=0.00
1780207268.998,0x200,8,77 64 E8 93 84 04 3E 4F,fuel=100.00
1780207269.071,0x300,8,02 37 00 96 0A 74 2B AB,temp=42.00
1780207269.161,0x100,8,00 C2 9C 68 F6 BB 6D 4E,speed=0.00
1780207269.258,0x200,8,AE 64 B8 8B C8 15 8D 00,fuel=100.00
1780207269.356,0x300,8,02 1A 96 FA BE 25 02 DA,temp=42.00
1780207269.444,0x100,8,00 B9 32 34 71 B3 9F 46,speed=0.00
1780207269.551,0x200,8,73 64 C4 30 EF FB A4 42,fuel=100.00
1780207269.674,0x300,8,02 E0 89 71 60 9D B3 60,temp=42.00
1780207269.740,0x100,8,00 D6 90 FB 1A E4 59 CB,speed=0.00
1780207269.830,0x200,8,59 64 55 A3 F7 42 08 73,fuel=100.00
1780207269.937,0x300,8,02 AA A4 93 DE D0 B4 6B,temp=42.00
1780207270.017,0x100,8,00 F3 EF 74 95 CD A0 69,speed=0.00
1780207270.115,0x200,8,89 64 DF 5B CE F1 8A 77,fuel=100.00
1780207270.203,0x300,8,02 23 09 0C FD C7 99 7A,temp=42.00
1780207270.300,0x100,8,00 E9 93 54 45 D9 4C FB,speed=0.00
1780207270.405,0x200,8,0C 64 A9 C7 E4 1C E5 70,fuel=100.00
1780207270.474,0x300,8,02 03 60 62 88 57 F8 40,temp=42.00
1780207270.618,0x100,8,00 23 BF 08 FD 40 4E 16,speed=0.00
1780207270.667,0x200,8,17 64 B8 51 0B 7C 12 A4,fuel=100.00
1780207270.776,0x300,8,02 48 08 0B 59 E5 EE 91,temp=42.00
1780207270.851,0x100,8,00 37 28 F3 F1 88 1D A6,speed=0.00
1780207270.940,0x200,8,8D 64 7E 93 4B 12 55 8A,fuel=100.00
