timestamp_s,can_id_hex,dlc,data_hex,signals_json
1780164507.300,0x300,8,02 36 B3 54 74 25 39 5A,temp=42.00
1780164507.362,0x100,8,00 9C 5E EB 7D 5D 06 71,speed=0.00
1780164507.500,0x200,8,1A 64 BF CD 61 60 16 06,fuel=100.00
1780164507.595,0x300,8,02 B5 8B B1 F4 8B F9 23,temp=42.00
1780164507.688,0x100,8,00 19 8D BB 3E 79 D2 54,speed=0.00
1780164507.781,0x200,8,42 64 11 F3 0B 7A 38 95,fuel=100.00
1780164507.874,0x300,8,02 3A 54 36 A3 B3 D1 B1,temp=42.00
1780164507.982,0x100,8,00 06 D2 00 7D 85 F8 49,speed=0.00
1780164508.045,0x200,8,F9 64 B5 73 E9 0D 20 A5,fuel=100.00
1780164508.157,0x300,8,02 1D AF 05 4F 49 29 EA,temp=42.00
1780164508.217,0x100,8,00 7D DC F3 BF F4 58 78,speed=0.00
1780164508.324,0x200,8,EF 64 42 19 80 28 02 92,fuel=100.00
1780164508.416,0x300,8,02 79 FD 1A 0E 01 E4 1F,temp=42.00
1780164508.509,0x100,8,00 7E 92 89 A3 29 30 EB,speed=0.00
1780164508.604,0x200,8,2A 64 12 F0 64 A9 60 D0,fuel=100.00
1780164508.696,0x300,8,02 5F 8B C5 88 26 85 7E,temp=42.00
1780164508.791,0x100,8,00 53 A0 86 31 22 5A 13,speed=0.00
1780164508.884,0x200,8,64 64 E6 13 8D 67 9A 10,fuel=100.00
1780164508.991,0x300,8,02 EE A4 41 C0 5C E5 A2,temp=42.00
1780164509.085,0x100,8,00 CC E4 68 5C A6 4B 39,speed=0.00
1780164509.146,0x200,8,C7 64 52 F3 BE 0F CD 4C,fuel=100.00
1780164509.255,0x300,8,02 B5 D5 75 E6 88 8B C4,temp=42.00
1780164509.364,0x100,8,00 BD 5F 53 C4 45 6B F1,speed=0.00
1780164509.425,0x200,8,6F 64 FB C8 F3 41 39 F7,fuel=100.00
1780164509.521,0x300,8,02 FD 9C DE C7 7B 95 8C,temp=42.00
1780164509.626,0x100,8,00 76 DD F4 2A 8C BC 54,speed=0.00
