timestamp_s,can_id_hex,dlc,data_hex,signals_json
1780225511.052,0x100,8,00 DD 53 8D 88 73 5D 43,speed=0.00
1780225511.078,0x200,8,B4 64 6B F6 C7 DE F1 9A,fuel=100.00
1780225511.163,0x300,8,02 DC 67 4A 60 78 AA 23,temp=42.00
1780225511.262,0x100,8,00 00 CE 06 AC 8D AD A8,speed=0.00
1780225511.350,0x200,8,95 64 5F C3 70 F7 68 B4,fuel=100.00
1780225511.450,0x300,8,02 4F F5 0C CD 47 05 B4,temp=42.00
1780225511.543,0x100,8,00 28 08 08 67 3C 5C 93,speed=0.00
1780225511.629,0x200,8,6B 64 8D 91 DF B0 04 62,fuel=100.00
1780225511.730,0x300,8,02 D0 28 7B 12 10 0D B9,temp=42.00
1780225511.828,0x100,8,00 10 64 89 31 30 C9 B7,speed=0.00
1780225511.911,0x200,8,C7 64 EC 60 7F 00 95 EE,fuel=100.00
1780225512.010,0x300,8,02 BF F2 B6 A7 28 5B 3C,temp=42.00
1780225512.112,0x100,8,00 B1 9B A5 6E 80 2F F6,speed=0.00
1780225512.195,0x200,8,86 64 FF 79 49 BC 6F 5E,fuel=100.00
1780225512.294,0x300,8,02 E9 6D E7 EC 1B E2 3A,temp=42.00
1780225512.379,0x100,8,00 B8 B2 1C 7B 15 19 8C,speed=0.00
1780225512.478,0x200,8,7D 64 B3 06 82 93 2B 0B,fuel=100.00
1780225512.580,0x300,8,02 2C 2A AB 5D 9A 09 1A,temp=42.00
1780225512.661,0x100,8,00 1F F2 BB 0F 00 B1 96,speed=0.00
1780225512.761,0x200,8,EA 64 A1 53 FF F4 AB AB,fuel=100.00
1780225512.860,0x300,8,02 85 FC 37 D5 0A 29 A1,temp=42.00
1780225512.943,0x100,8,00 5E 84 8F 4F 7C 66 7F,speed=0.00
1780225513.038,0x200,8,6D 64 7B E1 B1 4E E3 73,fuel=100.00
1780225513.130,0x300,8,02 1A B5 EC 55 40 A3 25,temp=42.00
1780225513.227,0x100,8,00 A5 33 B4 FF D2 BB B6,speed=0.00
1780225513.329,0x200,8,4A 64 3F D0 15 DF 02 5E,fuel=100.00
1780225513.411,0x300,8,02 15 33 1C EA E4 A4 A8,temp=42.00
1780225513.510,0x100,8,00 5B 9A 64 14 F2 CB 43,speed=0.00
1780225513.597,0x200,8,47 64 31 F5 66 D6 16 F7,fuel=100.00
1780225513.694,0x300,8,02 2F 75 F4 AA 17 E5 96,temp=42.00
1780225513.794,0x100,8,00 54 51 5E E6 41 22 2F,speed=0.00
1780225513.997,0x200,8,02 64 DA 5D B0 AC AE 68,fuel=100.00
1780225514.095,0x300,8,02 AD 67 3A 1A 37 71 F0,temp=42.00
1780225514.178,0x100,8,00 E2 45 E3 9D 4E AF 5E,speed=0.00
1780225514.277,0x200,8,4F 64 C4 9A 94 6A AE BD,fuel=100.00
1780225514.377,0x300,8,02 74 74 62 4C 5C 5F 24,temp=42.00
1780225514.461,0x100,8,00 4D 61 4C B8 D0 01 11,speed=0.00
1780225514.560,0x200,8,FD 64 31 51 C0 8C 29 27,fuel=100.00
1780225514.648,0x300,8,02 4D 38 79 39 9F B6 EB,temp=42.00
1780225514.746,0x100,8,00 89 62 DB 39 48 F5 CE,speed=0.00
1780225514.844,0x200,8,07 64 49 5B 09 A4 8A C5,fuel=100.00
1780225514.926,0x300,8,02 2F F3 F9 12 5C 03 79,temp=42.00
1780225515.029,0x100,8,00 8C A3 6C 8A 0A 53 FD,speed=0.00
